Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerVelocityScore,PromotionMomentum,CompensationGrowthProxy,CareerSatisfactionIndex,OrgStabilityScore,EmployeeDevelopmentScore,RetentionOpportunityIndex,LeadershipExposureScore,EngagementCompositeScore,BurnoutRiskProxy,CareerAccelerationScore,PromotionGapScore,RetentionScore,StagnationScore,GrowthPotentialScore,ManagerialInfluenceScore,CompositeRisk,RiskTier,Cluster,ClusterLabel,PCA1,PCA2
55,1,Travel_Rarely,725,Research & Development,2,3,Medical,4,Male,78,3,5,Manager,1,Married,19859,21199,5,Yes,13,3,4,1,24,2,3,5,2,1,4,0.16666666666666666,0.08,0.3333333333333333,0.6666666666666666,0.2,0.5,3.971005798840232,2.3333333333333335,4.0,6.699999999999999,0.245,3.6,2.9,0.5706896551724139,19.5,6.666666666666667,24.5,8.0,51.53846153846153,66.66666666666666,14.200000000000001,Low Risk,3,Stable Contributors,-0.017648543426452556,-0.052348166930360616
36,0,Non-Travel,1434,Sales,8,4,Life Sciences,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,No,15,3,2,0,10,1,3,10,7,0,9,0.0,0.6363636363636364,0.09090909090909091,0.8181818181818182,0.2727272727272727,1.0,2.5281572809063646,2.0,1.5,7.199999999999999,0.3590909090909091,2.1,1.6500000000000001,0.08275862068965517,45.0,0.0,35.909090909090914,63.63636363636363,55.38461538461538,81.81818181818183,33.45454545454545,Medium Risk,4,Career Explorers,-0.2566493022085734,-2.732562859608274
52,0,Non-Travel,715,Research & Development,19,4,Medical,4,Male,41,3,1,Research Scientist,4,Married,4258,26589,0,No,18,3,1,1,5,3,3,4,3,1,2,0.2,0.5,0.6,0.4,0.16666666666666666,0.5,4.253746253746254,3.3333333333333335,2.5,9.0,0.26166666666666666,1.5999999999999999,3.0500000000000003,0.196551724137931,27.0,6.666666666666667,26.166666666666664,50.0,69.23076923076923,40.0,27.46666666666667,Low Risk,3,Stable Contributors,-0.023472013797964,1.1697901843390945
26,0,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,No,14,3,1,1,5,2,3,2,2,2,0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.16666666666666666,0.3333333333333333,4.35964035964036,2.6666666666666665,1.0,7.1,0.45,1.0,2.3,0.3103448275862069,14.0,13.333333333333334,45.0,33.33333333333333,54.61538461538461,0.0,32.0,Low Risk,0,Fast-Track Performers,1.5000847835614288,-0.5832888456270502
29,0,Travel_Rarely,657,Research & Development,27,3,Medical,2,Female,66,3,2,Healthcare Representative,3,Married,4335,25549,4,No,12,3,1,1,11,3,2,8,7,1,1,0.1111111111111111,0.5833333333333334,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.5,2.166416791604198,2.6666666666666665,1.5,6.600000000000001,0.3180555555555556,2.1,2.05,0.42931034482758623,18.0,6.666666666666667,31.80555555555556,58.333333333333336,50.76923076923078,11.11111111111111,32.22222222222223,Low Risk,4,Career Explorers,0.27406179351554605,-0.8206766410789752
26,1,Travel_Rarely,1146,Sales,8,3,Technical Degree,4,Male,38,2,2,Sales Executive,1,Single,5326,3064,6,No,17,3,3,0,6,2,2,4,3,1,2,0.2,0.42857142857142855,0.4,0.4,0.2857142857142857,0.5,2.6616691654172913,1.6666666666666667,3.5,8.3,0.41047619047619044,1.6,2.4499999999999997,0.23275862068965517,25.5,6.666666666666667,41.047619047619044,42.857142857142854,63.846153846153854,40.0,31.27619047619047,Low Risk,4,Career Explorers,0.5499027039314939,-2.016856362580104
34,0,Travel_Rarely,182,Research & Development,1,4,Life Sciences,2,Female,72,4,1,Research Scientist,4,Single,3280,13551,2,No,16,3,3,0,10,2,3,4,2,1,3,0.2,0.18181818181818182,0.4,0.6,0.09090909090909091,0.5,3.276723276723277,3.6666666666666665,2.5,7.9,0.1487878787878788,1.7,3.0500000000000003,0.16034482758620688,24.0,6.666666666666667,14.87878787878788,18.181818181818183,60.769230769230774,60.0,13.406060606060608,Low Risk,3,Stable Contributors,-0.4113572786329673,1.870907088206287
54,0,Travel_Rarely,376,Research & Development,19,4,Medical,4,Female,95,3,2,Manufacturing Director,1,Divorced,5485,22670,9,Yes,11,3,2,2,9,4,3,5,3,1,4,0.16666666666666666,0.3,0.6666666666666666,0.6666666666666666,0.2,0.5,2.741129435282359,2.3333333333333335,3.0,6.5,0.3,2.3,2.4000000000000004,0.746551724137931,16.5,6.666666666666667,30.0,30.0,50.0,66.66666666666666,23.0,Low Risk,4,Career Explorers,0.5208754381628902,-0.6731712407640726
27,0,Travel_Frequently,829,Sales,8,1,Marketing,3,Male,84,3,2,Sales Executive,4,Married,4342,24008,0,No,19,3,2,1,5,3,3,4,2,1,1,0.2,0.3333333333333333,0.6,0.2,0.3333333333333333,0.5,2.1699150424787605,3.3333333333333335,2.5,9.4,0.21999999999999997,2.1,3.0500000000000003,0.38275862068965516,28.5,6.666666666666667,21.999999999999996,33.33333333333333,72.3076923076923,20.0,20.799999999999997,Low Risk,3,Stable Contributors,-0.8270811465826599,1.2671584425026292
37,0,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Yes,13,3,2,2,6,3,2,5,3,4,3,0.6666666666666666,0.42857142857142855,0.5,0.5,0.14285714285714285,0.2,2.779220779220779,2.0,3.0,7.0,0.5404761904761904,1.7999999999999998,2.2,0.653448275862069,7.8,26.666666666666668,54.047619047619044,42.857142857142854,53.84615384615385,50.0,42.476190476190474,Medium Risk,0,Fast-Track Performers,2.8198439092850767,-1.5679653103315851
38,0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,Female,75,4,2,Manufacturing Director,1,Single,5980,26085,6,Yes,12,3,4,0,17,2,3,15,7,4,12,0.25,0.3888888888888889,0.125,0.75,0.1111111111111111,0.2,2.9885057471264367,2.6666666666666665,2.5,6.300000000000001,0.3180555555555556,2.2,2.1500000000000004,0.7206896551724138,7.2,26.666666666666668,31.80555555555556,38.88888888888889,48.46153846153847,75.0,32.38888888888889,Low Risk,4,Career Explorers,1.5782833172341442,-0.39835672709902054
34,0,Travel_Rarely,121,Research & Development,2,4,Medical,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,No,11,3,3,0,6,3,3,6,5,1,3,0.14285714285714285,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.5,4.376623376623376,2.0,3.0,6.200000000000001,0.4285714285714286,1.1,2.4000000000000004,0.1706896551724138,16.5,6.666666666666667,42.85714285714286,71.42857142857143,47.6923076923077,42.857142857142854,40.57142857142857,Medium Risk,4,Career Explorers,1.3194568234977424,-1.4668122302088618
35,0,Travel_Rarely,384,Sales,8,4,Life Sciences,1,Female,72,3,1,Sales Representative,4,Married,2572,20317,1,No,16,3,2,1,3,1,2,3,2,0,2,0.0,0.5,0.25,0.5,0.25,1.0,2.5694305694305695,3.0,1.5,7.6,0.225,1.5999999999999999,2.35,0.23275862068965517,48.0,0.0,22.5,50.0,58.46153846153845,50.0,24.0,Low Risk,3,Stable Contributors,-1.4000233811767386,-0.3011100014163349
30,0,Travel_Rarely,921,Research & Development,1,3,Life Sciences,4,Male,38,1,1,Laboratory Technician,3,Married,3833,24375,3,No,21,4,3,2,7,2,3,2,2,0,2,0.0,0.25,0.6666666666666666,0.6666666666666666,0.125,1.0,3.8291708291708293,2.3333333333333335,3.5,10.2,0.22916666666666666,1.2000000000000002,3.25,0.16034482758620688,84.0,0.0,22.916666666666664,25.0,78.46153846153847,66.66666666666666,16.666666666666664,Low Risk,1,Promotion-Stalled,-2.1692762474285505,-0.6091979402654195
40,0,Travel_Frequently,791,Research & Development,2,2,Medical,3,Female,38,4,2,Healthcare Representative,2,Married,4244,9931,1,No,24,4,4,1,8,2,3,8,7,3,7,0.3333333333333333,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.25,2.1209395302348826,3.0,3.5,11.4,0.4111111111111111,2.4000000000000004,2.95,0.32068965517241377,24.0,20.0,41.11111111111111,77.77777777777779,87.6923076923077,77.77777777777779,45.77777777777778,Medium Risk,0,Fast-Track Performers,1.6288056435317835,0.36634147887719337
34,0,Travel_Rarely,1111,Sales,8,2,Life Sciences,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,5,No,17,3,2,1,6,1,3,3,2,1,2,0.25,0.2857142857142857,0.25,0.5,0.2857142857142857,0.5,3.248375812093953,2.3333333333333335,2.5,8.0,0.32559523809523805,2.1,2.1500000000000004,0.23275862068965517,25.5,6.666666666666667,32.5595238095238,28.57142857142857,61.53846153846154,50.0,23.595238095238095,Low Risk,4,Career Explorers,0.22314193748439695,-1.313692783480411
42,0,Travel_Frequently,570,Research & Development,8,3,Life Sciences,2,Male,66,3,5,Manager,4,Divorced,18430,16225,1,No,13,3,2,1,24,4,2,24,7,14,9,0.56,0.28,0.16,0.36,0.2,0.06666666666666667,3.685262947410518,3.0,2.0,7.300000000000001,0.366,3.6,2.6,0.38275862068965516,2.6,93.33333333333333,36.6,28.000000000000004,56.15384615384615,36.0,51.04,Medium Risk,0,Fast-Track Performers,1.7850495389431182,0.5357101538336747
23,1,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,3,Male,63,4,1,Laboratory Technician,1,Married,1601,3445,1,Yes,21,4,3,2,1,2,3,0,0,0,0,0.0,0.0,2.0,0.0,0.5,1.0,1.5994005994005993,2.6666666666666665,3.0,10.2,0.13333333333333336,2.1,2.4000000000000004,0.6120689655172414,84.0,0.0,13.333333333333336,0.0,78.46153846153847,0.0,5.333333333333335,Low Risk,2,High-Risk Stagnation,-3.9306082219663145,-0.9031597532270049
24,0,Non-Travel,1092,Research & Development,9,3,Life Sciences,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,26551,1,No,11,3,3,3,1,4,3,1,0,0,0,0.0,0.0,2.0,0.0,0.5,1.0,2.6913086913086914,2.3333333333333335,3.0,6.5,0.16666666666666666,1.7000000000000002,2.7,0.09310344827586207,33.0,0.0,16.666666666666664,0.0,50.0,0.0,6.666666666666666,Low Risk,2,High-Risk Stagnation,-2.5760946370785134,-0.5189760080026758
52,0,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,4,Female,82,3,2,Laboratory Technician,3,Married,3149,21821,8,No,20,4,2,1,9,3,3,5,2,1,4,0.16666666666666666,0.2,0.5,0.6666666666666666,0.2,0.5,1.5737131434282858,3.0,3.0,10.1,0.20833333333333334,2.1,3.0,0.26379310344827583,40.0,6.666666666666667,20.833333333333336,20.0,77.6923076923077,66.66666666666666,16.333333333333336,Low Risk,3,Stable Contributors,-0.6695003788817536,0.5604435892621574
50,0,Travel_Rarely,691,Research & Development,2,3,Medical,3,Male,64,3,4,Research Director,3,Married,17639,6881,5,No,16,3,4,0,30,3,3,4,3,0,3,0.0,0.0967741935483871,0.6,0.6,0.12903225806451613,1.0,4.40864783804049,3.0,3.5,8.200000000000001,0.12419354838709679,2.9,3.25,0.1706896551724138,48.0,0.0,12.419354838709678,9.67741935483871,63.07692307692309,60.0,7.870967741935485,Low Risk,3,Stable Contributors,-2.0441113220621596,0.8746157829779823
29,1,Travel_Rarely,805,Research & Development,1,2,Life Sciences,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Yes,11,3,4,1,1,1,3,1,0,0,0,0.0,0.0,0.5,0.0,0.5,1.0,2.3166833166833167,2.0,3.0,5.6,0.2,1.3,2.4000000000000004,0.560344827586207,33.0,0.0,20.0,0.0,43.07692307692307,0.0,8.0,Low Risk,2,High-Risk Stagnation,-2.36761828701838,-1.2141150182388645
33,0,Travel_Rarely,213,Research & Development,7,3,Medical,3,Male,49,3,3,Research Director,3,Married,11691,25995,0,No,11,3,4,0,14,3,4,13,9,3,7,0.21428571428571427,0.6,0.21428571428571427,0.5,0.2,0.25,3.8957014328557147,3.3333333333333335,3.5,6.200000000000001,0.29166666666666663,2.4,3.45,0.22241379310344828,8.25,20.0,29.166666666666664,60.0,47.6923076923077,50.0,35.666666666666664,Medium Risk,3,Stable Contributors,1.1006388981810524,2.086714853706424
33,1,Travel_Rarely,118,Sales,16,3,Marketing,1,Female,69,3,2,Sales Executive,1,Single,5324,26507,5,No,15,3,3,0,6,3,3,3,2,0,2,0.0,0.2857142857142857,0.75,0.5,0.2857142857142857,1.0,2.660669665167416,2.3333333333333335,2.0,7.800000000000001,0.23809523809523808,1.9,1.9000000000000001,0.31551724137931036,45.0,0.0,23.809523809523807,28.57142857142857,60.00000000000001,50.0,18.095238095238095,Low Risk,4,Career Explorers,-1.5021439284086378,-1.7911930709745296
47,0,Travel_Rarely,202,Research & Development,2,2,Other,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Yes,11,3,3,1,26,3,2,26,14,3,0,0.1111111111111111,0.5185185185185185,0.1111111111111111,0.0,0.14814814814814814,0.25,4.186953261684579,3.0,3.0,6.200000000000001,0.2685185185185185,3.1,3.1,0.5706896551724139,8.25,20.0,26.851851851851848,51.85185185185185,47.6923076923077,0.0,32.29629629629629,Low Risk,3,Stable Contributors,0.38380566546536193,1.2378102638668782
36,0,Travel_Rarely,676,Research & Development,1,3,Other,3,Female,35,3,2,Manufacturing Director,2,Married,5228,23361,0,No,15,3,1,1,10,2,3,9,7,0,5,0.0,0.6363636363636364,0.2,0.5,0.18181818181818182,1.0,2.6126936531734133,2.6666666666666665,2.0,7.5,0.2924242424242425,2.1,2.2,0.16034482758620688,45.0,0.0,29.24242424242425,63.63636363636363,57.692307692307686,50.0,30.78787878787879,Low Risk,4,Career Explorers,-0.8070725662976447,-1.0564290007070958
29,0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,No,24,4,3,1,10,3,3,10,7,0,7,0.0,0.6363636363636364,0.2727272727272727,0.6363636363636364,0.09090909090909091,1.0,2.6973026973026974,3.3333333333333335,3.0,11.700000000000001,0.22575757575757574,1.9,3.0,0.3879310344827586,96.0,0.0,22.575757575757574,63.63636363636363,90.00000000000001,63.63636363636363,28.121212121212118,Low Risk,1,Promotion-Stalled,-2.144339758814337,0.3304790447598241
58,1,Travel_Rarely,286,Research & Development,2,4,Life Sciences,4,Male,31,3,5,Research Director,2,Single,19246,25761,7,Yes,12,3,4,0,40,2,3,31,15,13,8,0.40625,0.36585365853658536,0.0625,0.25,0.12195121951219512,0.07142857142857142,3.8484303139372127,2.6666666666666665,4.0,6.300000000000001,0.3669842479674797,3.4,3.2,0.5706896551724139,2.5714285714285716,86.66666666666667,36.69842479674797,36.58536585365854,48.46153846153847,25.0,51.65497967479675,Medium Risk,0,Fast-Track Performers,1.6814269304726737,0.903484570445602
35,0,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,No,13,3,3,0,7,0,3,2,2,2,2,0.6666666666666666,0.25,0.0,0.6666666666666666,0.125,0.3333333333333333,2.5034965034965033,3.3333333333333335,3.5,6.1,0.36249999999999993,1.7,3.25,0.16034482758620688,13.0,13.333333333333334,36.24999999999999,25.0,46.92307692307692,66.66666666666666,26.0,Low Risk,0,Fast-Track Performers,1.7546709179652142,1.7422860776805489
42,0,Travel_Rarely,932,Research & Development,1,2,Life Sciences,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Yes,13,3,4,1,8,4,3,4,3,0,2,0.0,0.3333333333333333,0.8,0.4,0.2222222222222222,1.0,3.0294852573713142,3.0,4.0,7.300000000000001,0.18333333333333335,1.8,3.8000000000000003,0.560344827586207,39.0,0.0,18.333333333333336,33.33333333333333,56.15384615384615,40.0,17.333333333333332,Low Risk,3,Stable Contributors,-1.691258061185445,1.7539347794079465
28,1,Travel_Rarely,890,Research & Development,2,4,Medical,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,No,17,3,4,0,5,3,2,2,2,2,1,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,4.3776223776223775,2.6666666666666665,3.5,8.600000000000001,0.45,1.4,3.05,0.1706896551724138,17.0,13.333333333333334,45.0,33.33333333333333,66.15384615384616,33.33333333333333,32.0,Low Risk,0,Fast-Track Performers,1.6487995783440055,0.2060692845455064
36,0,Travel_Rarely,1041,Human Resources,13,3,Human Resources,3,Male,36,3,1,Human Resources,2,Married,2143,25527,4,No,13,3,2,1,8,2,3,5,2,0,4,0.0,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.1111111111111111,1.0,2.1408591408591406,2.6666666666666665,2.5,6.699999999999999,0.1888888888888889,1.5999999999999999,2.45,0.2844827586206896,39.0,0.0,18.888888888888893,22.22222222222222,51.53846153846153,66.66666666666666,14.222222222222223,Low Risk,4,Career Explorers,-1.2486962314783598,-0.4802061871751878
32,0,Travel_Rarely,859,Research & Development,4,3,Life Sciences,3,Female,98,2,2,Manufacturing Director,3,Married,6162,19124,1,No,12,3,3,1,14,3,3,14,13,6,8,0.4,0.8666666666666667,0.2,0.5333333333333333,0.13333333333333333,0.14285714285714285,3.0794602698650673,2.6666666666666665,3.0,6.600000000000001,0.49000000000000005,1.8,3.0,0.19137931034482758,5.142857142857143,40.0,49.00000000000001,86.66666666666667,50.76923076923078,53.333333333333336,57.60000000000001,Medium Risk,0,Fast-Track Performers,2.8020404930267064,0.34789010494140227
40,0,Travel_Frequently,720,Research & Development,16,4,Medical,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,No,14,3,4,0,10,6,3,1,0,0,0,0.0,0.0,3.0,0.0,0.18181818181818182,1.0,2.545727136431784,2.6666666666666665,2.5,8.3,0.13333333333333336,1.6,2.75,0.46551724137931033,42.0,0.0,13.333333333333336,0.0,63.846153846153854,0.0,5.333333333333335,Low Risk,2,High-Risk Stagnation,-2.608513352073324,-0.1442246612688371
30,0,Travel_Rarely,946,Research & Development,2,3,Medical,3,Female,52,2,2,Manufacturing Director,4,Single,6877,20234,5,Yes,24,4,2,0,12,4,2,0,0,0,0,0.0,0.0,4.0,0.0,0.15384615384615385,1.0,3.4367816091954024,2.6666666666666665,2.5,12.0,0.13333333333333336,1.6,2.85,0.5706896551724139,96.0,0.0,13.333333333333336,0.0,92.3076923076923,0.0,5.333333333333335,Low Risk,1,Promotion-Stalled,-3.8425709643700667,-0.6710967341462465
45,0,Travel_Rarely,252,Research & Development,2,3,Life Sciences,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,No,14,3,4,0,1,3,3,1,0,0,0,0.0,0.0,1.5,0.0,0.5,1.0,2.271728271728272,2.6666666666666665,3.0,7.4,0.13333333333333336,1.1,3.0,0.1706896551724138,42.0,0.0,13.333333333333336,0.0,56.92307692307692,0.0,5.333333333333335,Low Risk,2,High-Risk Stagnation,-2.974146002991233,0.2590130902301341
42,0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,1,No,13,3,4,1,10,3,2,9,8,7,8,0.7,0.7272727272727273,0.3,0.8,0.18181818181818182,0.125,2.2158920539730134,2.3333333333333335,3.0,7.0,0.5934848484848484,2.1,2.5,0.44999999999999996,4.875,46.666666666666664,59.34848484848484,72.72727272727273,53.84615384615385,80.0,59.557575757575755,Medium Risk,0,Fast-Track Performers,3.754043764510245,-0.767119038334862
38,0,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,No,15,3,3,1,13,3,2,4,3,1,2,0.2,0.21428571428571427,0.6,0.4,0.14285714285714285,0.5,3.1424287856071964,1.6666666666666667,2.0,7.800000000000001,0.35690476190476184,1.8,1.7000000000000002,0.4241379310344827,22.5,6.666666666666667,35.69047619047618,21.428571428571427,60.00000000000001,40.0,22.7047619047619,Low Risk,4,Career Explorers,0.41945746504433806,-2.830042853671858
34,0,Travel_Frequently,702,Research & Development,16,4,Life Sciences,3,Female,100,2,1,Research Scientist,4,Single,2553,8306,1,No,16,3,3,0,6,3,3,5,2,1,3,0.16666666666666666,0.2857142857142857,0.5,0.5,0.14285714285714285,0.5,2.5504495504495504,3.0,3.0,8.200000000000001,0.22976190476190475,1.1,3.3000000000000003,0.46551724137931033,24.0,6.666666666666667,22.976190476190474,28.57142857142857,63.07692307692309,50.0,19.76190476190476,Low Risk,3,Stable Contributors,-0.18752111879427666,1.2081693919928993
49,1,Travel_Rarely,1184,Sales,11,3,Marketing,3,Female,43,3,3,Sales Executive,4,Married,7654,5860,1,No,18,3,1,2,9,3,4,9,8,7,7,0.7,0.8,0.3,0.7,0.3,0.125,2.550483172275908,3.6666666666666665,2.0,9.0,0.4783333333333333,2.8,3.0,0.26379310344827583,6.75,46.666666666666664,47.83333333333333,80.0,69.23076923076923,70.0,57.13333333333333,Medium Risk,0,Fast-Track Performers,2.865787392364594,1.6954430591554188
55,1,Travel_Rarely,436,Sales,2,1,Medical,3,Male,37,3,2,Sales Executive,4,Single,5160,21519,4,No,16,3,3,0,12,3,2,9,7,7,3,0.7,0.5384615384615384,0.3,0.3,0.15384615384615385,0.125,2.578710644677661,3.0,3.0,8.200000000000001,0.47961538461538455,1.9,3.1,0.1706896551724138,6.0,46.666666666666664,47.96153846153845,53.84615384615385,63.07692307692309,30.0,49.33846153846153,Medium Risk,0,Fast-Track Performers,2.4963463793294975,0.8654195115563909
43,0,Travel_Rarely,589,Research & Development,14,2,Life Sciences,2,Male,94,3,4,Research Director,1,Married,17159,5200,6,No,24,4,3,1,22,3,3,4,1,1,0,0.2,0.043478260869565216,0.6,0.0,0.17391304347826086,0.5,4.2886778305423645,2.3333333333333335,2.5,11.700000000000001,0.24753623188405796,3.1,2.1500000000000004,0.29482758620689653,48.0,6.666666666666667,24.753623188405797,4.3478260869565215,90.00000000000001,0.0,13.205797101449276,Low Risk,1,Promotion-Stalled,-1.4015804698982124,-1.7195814193969001
27,0,Travel_Rarely,269,Research & Development,5,1,Technical Degree,3,Male,42,2,3,Research Director,4,Divorced,12808,8842,1,Yes,16,3,2,1,9,3,3,9,8,0,8,0.0,0.8,0.3,0.8,0.3,1.0,4.267910696434522,3.0,2.5,8.200000000000001,0.30000000000000004,2.3000000000000003,3.0500000000000003,0.6017241379310345,48.0,0.0,30.000000000000004,80.0,63.07692307692309,80.0,36.0,Medium Risk,3,Stable Contributors,-0.6404131431314322,0.5716449757969865
35,0,Travel_Rarely,950,Research & Development,7,3,Other,3,Male,59,3,3,Manufacturing Director,3,Single,10221,18869,3,No,21,4,2,0,17,3,4,8,5,1,6,0.1111111111111111,0.2777777777777778,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.5,3.405864711762746,3.3333333333333335,2.5,10.5,0.175,2.4,2.95,0.22241379310344828,42.0,6.666666666666667,17.5,27.77777777777778,80.76923076923077,66.66666666666666,17.333333333333336,Low Risk,3,Stable Contributors,-0.8392934727581278,0.9324178602465719
28,0,Travel_Rarely,760,Sales,2,4,Marketing,2,Female,81,3,2,Sales Executive,2,Married,4779,3698,1,Yes,20,4,1,0,8,2,3,8,7,7,5,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.125,2.3883058470764618,2.6666666666666665,1.5,9.799999999999999,0.6000000000000001,1.9,1.9500000000000002,0.5706896551724139,10.0,46.666666666666664,60.00000000000001,77.77777777777779,75.38461538461537,55.55555555555556,61.333333333333336,Medium Risk,0,Fast-Track Performers,3.405267058098741,-1.2225360112088992
34,0,Travel_Rarely,829,Human Resources,3,2,Human Resources,3,Male,88,3,1,Human Resources,4,Married,3737,2243,0,No,19,3,3,1,4,1,1,3,2,0,2,0.0,0.4,0.25,0.5,0.2,1.0,3.733266733266733,2.6666666666666665,3.0,8.8,0.23333333333333336,1.5999999999999999,2.9000000000000004,0.1810344827586207,57.0,0.0,23.333333333333336,40.0,67.6923076923077,50.0,21.333333333333336,Low Risk,1,Promotion-Stalled,-1.654148488970608,-0.2704186128496396
26,1,Travel_Frequently,887,Research & Development,5,2,Medical,3,Female,88,2,1,Research Scientist,3,Married,2366,20898,1,Yes,14,3,1,1,8,2,3,8,7,1,7,0.1111111111111111,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.1111111111111111,0.5,2.3636363636363638,2.6666666666666665,2.0,7.1,0.3666666666666667,1.3,2.5,0.7517241379310344,21.0,6.666666666666667,36.66666666666667,77.77777777777779,54.61538461538461,77.77777777777779,40.00000000000001,Medium Risk,4,Career Explorers,1.2740718706594287,-0.26895758116584384
27,0,Non-Travel,443,Research & Development,3,3,Medical,4,Male,50,3,1,Research Scientist,4,Married,1706,16571,1,No,11,3,3,3,0,6,2,0,0,0,0,0.0,0.0,6.0,0.0,1.0,1.0,1.7042957042957043,3.0,3.5,7.1,0.1,2.0,3.35,0.03103448275862069,33.0,0.0,10.0,0.0,54.61538461538461,0.0,4.0,Low Risk,2,High-Risk Stagnation,-3.5930314315363465,1.4079272146951671
51,0,Travel_Rarely,1318,Sales,26,4,Marketing,1,Female,66,3,4,Manager,3,Married,16307,5594,2,No,14,3,3,1,29,2,2,20,6,4,17,0.19047619047619047,0.2,0.09523809523809523,0.8095238095238095,0.13333333333333333,0.2,4.075731067233192,2.6666666666666665,2.0,7.1,0.25,3.1,2.3,0.4189655172413793,8.4,26.666666666666668,25.0,20.0,54.61538461538461,80.95238095238095,24.0,Low Risk,4,Career Explorers,0.9866981726631111,-0.27585547978304503
44,0,Travel_Rarely,625,Research & Development,4,3,Medical,4,Male,50,3,2,Healthcare Representative,2,Single,5933,5197,9,No,12,3,4,0,10,2,2,5,2,2,3,0.3333333333333333,0.18181818181818182,0.3333333333333333,0.5,0.18181818181818182,0.3333333333333333,2.9650174912543728,2.3333333333333335,4.0,6.300000000000001,0.32878787878787874,1.9,3.0,0.19137931034482758,12.0,13.333333333333334,32.878787878787875,18.181818181818183,48.46153846153847,50.0,22.606060606060602,Low Risk,0,Fast-Track Performers,0.914871913676058,0.01031961567699629
25,0,Travel_Rarely,180,Research & Development,2,1,Medical,1,Male,65,4,1,Research Scientist,1,Single,3424,21632,7,No,13,3,3,0,6,3,2,4,3,0,1,0.0,0.42857142857142855,0.6,0.2,0.14285714285714285,1.0,3.4205794205794207,2.3333333333333335,2.0,7.0,0.2738095238095238,1.7,1.7000000000000002,0.1706896551724138,39.0,0.0,27.38095238095238,42.857142857142854,53.84615384615385,20.0,23.80952380952381,Low Risk,4,Career Explorers,-1.1462936199719906,-2.0785042989334914
33,0,Travel_Rarely,586,Sales,1,3,Medical,1,Male,48,4,2,Sales Executive,1,Divorced,4037,21816,1,No,22,4,1,1,9,5,3,9,8,0,8,0.0,0.8,0.5,0.8,0.2,1.0,2.0174912543728136,2.6666666666666665,1.0,11.5,0.33333333333333337,2.4000000000000004,1.4000000000000001,0.16034482758620688,88.0,0.0,33.333333333333336,80.0,88.46153846153845,80.0,37.333333333333336,Medium Risk,1,Promotion-Stalled,-1.2258424233882852,-2.726109540838609
